uri,title,description,keywords,themes,distributions,reasons
"https://doi.org/10.5878/003007","Den västsvenska SOM-undersökningen 2016","Väst-SOM har genomförts varje höst sedan 1992. Fram till 1997 omfattade studien Göteborg med kranskommuner. Undersökningen utökades sedan till att omfatta hela Västra Götalands län samt Kungsbacka kommun. Väst-SOM genomförs i samverkan med Västra Götalandsregionen, och är en del av regionens långsiktiga utvärderingsarbete. 

Flertalet frågor har ställts i många år och svaren bidrar till att bibehålla tidsserier som sträcker sig från undersökningens början 1992. Frågorna har tonvikt på attityder och beteenden inom områdena offentlig service och medier. Många av frågorna är identiska med frågor i den nationella SOM-undersökningen vilket ger möjlighet att jämföra data både på regional och på nationell nivå.

Syfte:

Studera attityder och beteenden som är knutna till lokala och regionala frågor och företeelser.","CORS; CORS; Swedish trends; Svenska trender; SOM Survey; SOM-undersökning; SOM data; SOM-data; Western SOM; Väst-SOM; OCCUPATIONS; YRKEN; INTERNAL POLITICS; INRIKESPOLITIK; PUBLIC SECTOR; OFFENTLIG SEKTOR; POLITICAL INTEREST; POLITISKT INTRESSE; POLITICAL PARTICIPATION; POLITISKT DELTAGANDE; POLITICAL PARTIES; POLITISKA PARTIER; POLITICAL ATTITUDES; POLITISKA ÅSIKTER; HOUSING; BOENDE; LOCAL GOVERNMENT SERVICES; KOMMUNAL SERVICE; PUBLIC SERVICES; OFFENTLIG SERVICE; ENVIRONMENT; MILJÖ; NEWS; NYHETER; WORKING CONDITIONS; ARBETSFÖRHÅLLANDEN; LEISURE TIME ACTIVITIES; FRITIDSAKTIVITETER; MEDICAL CARE; SJUKVÅRD; HOUSEHOLDS; HUSHÅLL; POLITICIANS; POLITIKER; TRUST; FÖRTROENDE; CLUBS; FÖRENINGAR; PRIVATIZATION; PRIVATISERING; INCOME; INKOMST; EUROPEAN UNION; EUROPEISKA UNIONEN; STATE HEALTH SERVICES; STATLIG HÄLSO- OCH SJUKVÅRD; ENVIRONMENTAL CHANGES; MILJÖFÖRÄNDRINGAR; PUBLIC TRANSPORT; KOLLEKTIVTRAFIK; EDUCATIONAL LEVELS; UTBILDNINGSNIVÅ; TRAFFIC; TRAFIK; DEMOCRACY; DEMOKRATI; INTERNET USE; INTERNETANVÄNDNING; SICK LEAVE; SJUKFRÅNVARO; SOCIAL PARTICIPATION; SOCIALT DELTAGANDE; RELIGIOUS PRACTICE; RELIGIONSUTÖVNING; LOCAL GOVERNMENT ORGANIZATIONS; KOMMUNALA ORGANISATIONER; DENTAL CARE; TANDVÅRD; SOCIAL NETWORKS; SOCIALA NÄTVERK; LOCAL COMMUNITY FACILITIES; LOKALA SERVICEINRÄTTNINGAR","http://publications.europa.eu/resource/authority/data-theme/SOCI","https://doi.org/10.5878/003007#distribution","Matchar miljönyckelord"
"https://doi.org/10.5878/003008","SOM-undersökningen i Göteborg 2016","Hösten 2016 genomfördes för första gången en SOM-undersökning i Göteborgs stad, där totalt 7000 slumpmässigt utvalda göteborgare fick svara på frågor om attityder och vanor i relation till samhälle, opinion och medier. Många av frågorna i Göteborgsundersökningen är av regional karaktär, och rör lokala politiker, infrastruktursatsningar, och bilden av Göteborg som stad.

Syfte:

Syftet med undersökningen är att belysa attityder och opinioner bland boende i Göteborgs kommun, samt att följa dessa över tid.","CORS; CORS; Swedish trends; Svenska trender; SOM Survey; SOM-undersökning; SOM data; SOM-data; Gothenburg SOM; GBG-SOM; OCCUPATIONS; YRKEN; INTERNAL POLITICS; INRIKESPOLITIK; CONSUMPTION; KONSUMTION; PUBLIC SECTOR; OFFENTLIG SEKTOR; POLITICAL INTEREST; POLITISKT INTRESSE; POLITICAL PARTICIPATION; POLITISKT DELTAGANDE; POLITICAL PARTIES; POLITISKA PARTIER; POLITICAL ATTITUDES; POLITISKA ÅSIKTER; HOUSING; BOENDE; LOCAL GOVERNMENT SERVICES; KOMMUNAL SERVICE; PUBLIC SERVICES; OFFENTLIG SERVICE; ENVIRONMENT; MILJÖ; NEWS; NYHETER; WORKING CONDITIONS; ARBETSFÖRHÅLLANDEN; LEISURE TIME ACTIVITIES; FRITIDSAKTIVITETER; MEDICAL CARE; SJUKVÅRD; HOUSEHOLDS; HUSHÅLL; PUBLIC OPINION; ALLMÄN OPINION; POLITICIANS; POLITIKER; TRUST; FÖRTROENDE; CLUBS; FÖRENINGAR; PRIVATIZATION; PRIVATISERING; INCOME; INKOMST; EUROPEAN UNION; EUROPEISKA UNIONEN; STATE HEALTH SERVICES; STATLIG HÄLSO- OCH SJUKVÅRD; ENVIRONMENTAL CHANGES; MILJÖFÖRÄNDRINGAR; PUBLIC TRANSPORT; KOLLEKTIVTRAFIK; EDUCATIONAL LEVELS; UTBILDNINGSNIVÅ; TRAFFIC; TRAFIK; DEMOCRACY; DEMOKRATI; INTERNET USE; INTERNETANVÄNDNING; SICK LEAVE; SJUKFRÅNVARO; SOCIAL PARTICIPATION; SOCIALT DELTAGANDE; RELIGIOUS PRACTICE; RELIGIONSUTÖVNING; LOCAL GOVERNMENT ORGANIZATIONS; KOMMUNALA ORGANISATIONER; DENTAL CARE; TANDVÅRD; SOCIAL NETWORKS; SOCIALA NÄTVERK; LOCAL COMMUNITY FACILITIES; LOKALA SERVICEINRÄTTNINGAR; CULTURAL ACTIVITIES; KULTURAKTIVITETER","http://publications.europa.eu/resource/authority/data-theme/SOCI","https://doi.org/10.5878/003008#distribution","Matchar miljönyckelord"
"https://doi.org/10.5879/ecds/2016-07-07.7/1","Meteorological, Oceanographic and Ship Data Collected Onboard Icebreaker Oden during the Oden Southern Ocean 2010/11 Expedition","Odens expedition till Amundsenhavet i Antarktis 2010/11 var den femte forskningsexpeditionen som samordnades av det amerikanska forskningsrådet National Science Foundation tillsammans med Polarforskningssekretariatet och Vetenskapsrådet i Sverige. Två fartyg ingick i expeditionen och vid ett möte med R/V Nathaniel B. Palmer överfördes utrustning och forskare mellan fartygen.
Det svenska forskningsteamet ombord på Oden undersökte oceanografi, havsisens och vattnets biologi och kemi, dynamik och evolution för epidemiska sälsjukdomar, samt bentiska samhällen. Svenskarna på Palmer undersökte bakteriernas roll för koldioxidsystemet, predatorinvasionen av krabbor i Antarktis allt varmare vatten, samt jod, järn och andra spårämnen och deras roll för Amundsenhavets polynia.

Datamaterialet samlades ombord isbrytaren Oden under expeditionen Oden Southern Ocean 2010/11. Datamaterialet innefattar meteorologiska variabler, oceanografiska variabler, samt  position-, fart- och kursdata från fartyget.

Ytterligare metadata om variabler och instrumentation, samt ruttinformation finns i zipfilen.","SALINITY; WATER TEMPERATURE; SURFACE WINDS; HUMIDITY; SURFACE PRESSURE; CONDUCTIVITY; AIR TEMPERATURE","http://publications.europa.eu/resource/authority/data-theme/ENVI","https://doi.org/10.5879/ecds/2016-07-07.7/1#distribution","Tema: ENVI; Matchar miljönyckelord"
"https://doi.org/10.5879/ecds/2016-07-07.1/1","Petermann-expeditionen 2015 - Meteorologiska och oceanografiska data, samt skeppsdata, insamlade ombord på isbrytaren Oden under juli till september 2015","Petermann 2015 var en svensk-amerikansk forskningsexpedition som gick till området kring Petermannglaciären på nordvästra Grönland. Den svenska isbrytaren Oden fungerade som plattform för den forskning som utfördes i havet, på glaciären och på land.

Expeditionen undersökte det relativt outforskade utloppet av den stora glaciären genom att dokumentera förändringar hos fastlandsdelen av Petermannglaciären, dess flytande shelfis och havsförhållandena sedan slutet av den senaste istiden. 
Expeditionens övergripande frågeställningar är hur shelfisens utbredning påverkats av de naturliga klimatförändringarna sedan vår senaste istid och om isens förändringar är oberoende av, eller kopplade till, förändringar i den landfasta Petermannglaciären, havsvattentemperatur och den relativa havsnivån. Huvudfokus är även frågan om vilken betydelse klimatförändringarna haft för utbredningen av shelfisen under den tidiga istiden, den lilla istiden och perioden sedan 1800-talets slut. Genom återkommande mätningar, såväl i fjordarna som i is och sediment på land vill forskarna bättre förstå dynamiken som ligger bakom smältningen av glaciären, vad som är naturligt återkommande och vad som är mänsklig påverkan.

Syfte:

Syftet med projektet var att samla in data utmed Grönlands västra kontinentalsockel för att bedöma strukturen på havsbotten och egenskaperna för de översta sedimenten. Huvudmålet var att öka förståelsen om potentiella vägar för relativt sett varmare vattenflöden mot Grönlands många utloppsglaciärer.

This data set contains meteorological, oceanographic and ship data collected during the International expedition Petermann, which was an international research cruise using the icebreaker Oden in the Arctic Ocean. 

Data include meteorological variables: Air temperature, Humidity, Wind direction/speed, Atmospheric pressure, Cloud height/cloudiness, Photosynthetic Active Radiation (PAR).

Oceanographic variables: Sea water temperature, Conductivity, Salinity and Sound velocity.

Ship data: Position, Speed, Course, Water depth.

Quality Information:

Obviously erroneous data (e.g. negative air pressure) have been omitted. No other processing or quality check of the data has been undertaken. Users should be aware of this in further data handling and analysis.","Meteorologi; Meteorology; Isbrytaren Oden; The icebreaker Oden; SALINITY; WATER TEMPERATURE; WATER DEPTH; SEAFLOOR TOPOGRAPHY; BATHYMETRY; ATMOSPHERE; ATMOSPHERIC WINDS; SURFACE WINDS; ATMOSPHERIC TEMPERATURE; ATMOSPHERIC WATER VAPOR; HUMIDITY; ATMOSPHERIC PRESSURE; SURFACE PRESSURE; CONDUCTIVITY; AIR TEMPERATURE; CLOUDS; PHOTOSYNTHETICALLY ACTIVE RADIATION; BIOSPHERE; VEGETATION","http://publications.europa.eu/resource/authority/data-theme/TECH; http://publications.europa.eu/resource/authority/data-theme/ENVI","https://doi.org/10.5879/ecds/2016-07-07.1/1#distribution","Tema: ENVI; Matchar miljönyckelord"
"https://doi.org/10.5879/ecds/2016-08-17.1/1","Oden Southern Ocean 2007/08 - Conductivity-Temperature-Depth (CTD) Data Collected Onboard Icebreaker Oden during November 2007 through January 2008","Säsongen 2007/08 arbetade den svenska isbrytaren Oden för andra gången i Antarktis.

Det amerikanska forskningsrådet National Science Foundation chartrade Oden av Sjöfartsverket och Polarforskningssekretariatet för att bryta en isränna utanför den amerikanska Antarktisstationen McMurdo vid Rosshavet för att möjliggöra båttransporter till stationen.

Oden avgick från Landskrona 19 oktober 2007, korsade Atlanten och bunkrade olja i Sydamerika. Forskarna gick ombord i Punta Arenas i Chile, och fartyget gick därifrån 29 november 2007. På överfarten från Sydamerika till Antarktis avsattes 20 dagar för forskning då svenska och amerikanska forskare arbetade ombord med marina forskningsprojekt, främst provtagning. Oden anlände till McMurdo 7 januari 2008 och deltagarna flögs ut därifrån via Nya Zeeland. Isbrytaren var tillbaka i Sverige i mars.

Polarforskningssekretariatet stod för expeditionsledning, IT och läkare ombord. Odens ordinarie besättning bemannade isbrytaren.

This data set contains conductivity, temperature and depth data collected during the American-Swedish expedition Oden Southern Ocean 2007/08, which was an international research cruise using the icebreaker Oden. The expedition embarked from Landskrona, Sweden on October 19 2007 and arrived in McMurdo Januari 8 2008.

Data include: water depth, pressure, water temperature, conductivity, salinity, chlorophyll (fluourescence) and dissolved oxygen.

Further metadata on instrumentation and the individual variables can be found in the info file. Graphics and files describing the route and positions of CTD casts are included in the package.","Meteorologi; Meteorology; Isbrytaren Oden; The icebreaker Oden; OCEANS; SALINITY; DENSITY; OCEAN TEMPERATURE; WATER TEMPERATURE; WATER DEPTH; SEAFLOOR TOPOGRAPHY; BATHYMETRY; ATMOSPHERE; ATMOSPHERIC TEMPERATURE; ATMOSPHERIC WATER VAPOR; HUMIDITY; ATMOSPHERIC PRESSURE; CONDUCTIVITY; AIR TEMPERATURE; SEA LEVEL PRESSURE","http://publications.europa.eu/resource/authority/data-theme/TECH; http://publications.europa.eu/resource/authority/data-theme/ENVI","https://doi.org/10.5879/ecds/2016-08-17.1/1#distribution","Tema: ENVI"
"https://doi.org/10.5879/ecds/2016-06-28.1/1","SWERUS-C3 - Meteorologiska och oceanografiska data, samt skeppsdata, insamlade ombord på isbrytaren Oden under juli till oktober 2014","SWERUS-C3 var en internationell forskningsexpedition med isbrytaren Oden i Arktiska oceanen. Sammanlagt skulle ett 80-tal forskare, i ett svensk-rysk-amerikanskt samarbete, arbeta i de norra delarna av Laptevhavet, Östsibiriska havet och Tjuktjerhavet. Forskarna undersökte samspelet mellan tinande kryosfär, kol och klimatsystem.

Expeditionen startade i Tromsø, Norge den 6 juli och fortsatte utmed ryska ishavskusten till Barrow, Alaska. Forskare och besättning byttes ut den 20 augusti i Barrow när den andra expeditionsetappen började. På tillbakavägen till Skandinavien korsades Lomonosovryggen, en undervattenskedja nära Nordpolen och expeditionen återvände till Tromsø den 4 oktober.

De viktigaste vetenskapliga frågorna gällde kopplingar mellan klimat, kryosfär och kol, därav namnet ""C3"". Forskarna studerade vad som händer med den metan som ligger bunden i permafrost och gashydrater i de svårtillgängliga östsibiriska grundhaven.

Den första etappens huvudsakliga frågeställningar handlade om processerna, källorna och flödena av metan i de östsibiriska grundhaven, hur de fungerar nu och hur de kan komma att utvecklas i framtiden. Forskarna skulle bland annat analysera luft och havsvatten, mäta havs-sedimentens sammansättning och studera kolets och metanets transportvägar i hav och is.

Under den andra etappen undersökte forskarna den arktiska havsisens historia, inflödet av relativt varmt Atlantvatten samt omvandling och transport av kol från de östsibiriska grundhaven till Arktiska oceanens djuphav. Under båda etapperna undersöktes de arktiska molnens roll i klimatsystemet.

Syfte:

Syftet med expeditionen var bl.a. att undersöka vad som händer med den metan som ligger bunden i permafrost i de östsibiriska grundhaven. På senare år har forskare upptäckt att stora mängder kol, bland annat som metan, frigörs från den tinande permafrosten och man ville ta reda på om detta kan vara ett uttryck för en kol-klimatåterkoppling, som förstärker den pågående klimatuppvärmningen. I sedimenten på Arktiska oceanens botten finns också spår efter områdets utveckling. Genom att studera sediment ville forskarna få reda på om det har funnits perioder, under de senaste miljoner åren, när sommaristäcket varit mindre, och i så fall varför. Den långsiktiga historiska utvecklingen är en nyckel till kunskap om vad som händer med klimatet i dag samt för att kunna förutspå vad som händer framöver.

This data set contains meteorological, oceanographic and ship data collected during the Swedish-Russian-U.S. expedition SWERUS-C3, which was an international research cruise using the icebreaker Oden in the Arctic Ocean.

Data includes:
Meteorological variables: Air temperature, Humidity, Wind direction/speed, Atmospheric pressure, Cloud height/cloudiness, Photosynthetic Active Radiation (PAR).

Oceanographic variables: Sea water temperature, Conductivity, Salinity and Sound velocity. 

Ship data: Position, Speed, Course, Water depth.

Quality Information:

Obviously erroneous data (e.g. negative air pressure) have been omitted. No other processing or quality check of the data has been undertaken. Users should be aware of this in further data handling and analysis.","meteorologi; meteorology; Meteorologi; Meteorology; Isbrytaren Oden; The icebreaker Oden; OCEANS; SALINITY; DENSITY; OCEAN TEMPERATURE; WATER DEPTH; SEAFLOOR TOPOGRAPHY; BATHYMETRY; ATMOSPHERE; ATMOSPHERIC WINDS; SURFACE WINDS; ATMOSPHERIC TEMPERATURE; ATMOSPHERIC WATER VAPOR; HUMIDITY; ATMOSPHERIC PRESSURE; SURFACE PRESSURE; CONDUCTIVITY; AIR TEMPERATURE; CLOUDS; PHOTOSYNTHETICALLY ACTIVE RADIATION; BIOSPHERE; VEGETATION; SALINITY/DENSITY; SEA SURFACE TEMPERATURE; CLOUD FREQUENCY","http://publications.europa.eu/resource/authority/data-theme/TECH; http://publications.europa.eu/resource/authority/data-theme/ENVI","https://doi.org/10.5879/ecds/2016-06-28.1/1#distribution","Tema: ENVI; Matchar miljönyckelord"
"https://doi.org/10.5879/ecds/2016-07-05.1/1","Arctic Summer Cloud Ocean Study (ASCOS) - Meteorologiska och oceanografiska data, samt skeppsdata, insamlade ombord på isbrytaren Oden från 31 juli till 12 september 2008","Arctic Summer Cloud Ocean Study var en forskningsexpedition som 2008 gick till Arktiska havet med den svenska isbrytaren Oden. Studiens fokus var de fysiska och kemiska processerna som leder till molnbildning. ASCOS var den fjärde forskningsexpeditionen till centrala Arktis för att bedriva atmosfärisk forskning. De tidigare expeditionerna ägde rum 1991, 1996 och 2001.
Expeditionen startade i Longyearbyen på Svalbard 1 augusti och återvände till samma plats 9 september. Den centrala delen av expeditionen, som blev en stor framgång, bestod av en tre veckor lång isdrift, då Oden förankades till och drev med ett 3x5 km stort isflak. Mätningar från ~400 m ned i havet och upp genom hela troposfären (de första 8-12 km av atmosfären där moln och väder förekommer) genomfördes då, från Oden, från isen och med helikopter.

Syfte:

Syftet med ASCOS var att tillhandahålla data som gör det möjligt att bättre modellera moln i klimatmodeller för Arktis. Dessa moln är av största vikt för energibalansen vid ytan och därmed för smältning och frysning av havsisen. I Arktis fann man att de små luftburna partiklar som varje droppe eller iskristall måste bildas på under sommaren oftast kommer från biologiska processer i det öppna vattnet mellan de smältande isflaken. För att förstå hur detta går till, och vilka konsekvenser ett ändrat klimat kan ha på dessa processer, var ASCOS med nödvändighet tvärvetenskapligt, och samlade experter i marinbiologi, kemi, oceanografi, atmosfärkemi, aerosolfysik, kemi samt meteorologi.

This data set contains meteorological, oceanographic and ship data collected during the expedition Arctic Summer Cloud Ocean Study (ASCOS), which was an international research cruise using the icebreaker Oden in the Arctic Ocean. The data were measured during the 40 days that Oden was cruising in the Arctic Ocean close to the north pole.Data includes meteorological variables: Air temperature, Humidity, Wind direction/speed, Atmospheric pressure.Oceanographic variables: Sea water temperature, Conductivity, Salinity and Sound velocity.Ship data: Position, Speed, Course.

Quality Information:

Obviously erroneous data (e.g. negative air pressure) have been omitted. No other processing or quality check of the data has been undertaken. Users should be aware of this in further data handling and analysis.","Meteorologi; Meteorology; Isbrytaren Oden; The icebreaker Oden; OCEANS; SALINITY; OCEAN TEMPERATURE; ATMOSPHERE; ATMOSPHERIC WINDS; SURFACE WINDS; ATMOSPHERIC TEMPERATURE; ATMOSPHERIC WATER VAPOR; HUMIDITY; ATMOSPHERIC PRESSURE; SURFACE PRESSURE; CONDUCTIVITY; SEA SURFACE TEMPERATURE","http://publications.europa.eu/resource/authority/data-theme/TECH; http://publications.europa.eu/resource/authority/data-theme/ENVI","https://doi.org/10.5879/ecds/2016-07-05.1/1#distribution","Tema: ENVI; Matchar miljönyckelord"
"https://doi.org/10.5879/ecds/2016-07-07.4/1","Lomonosov Ridge off Greenland II (LOMROG II) - Meteorologiska och oceanografiska data, samt skeppsdata, insamlade ombord på isbrytaren Oden från 31 juli till 9 september 2009","Under sommaren 2009 genomfördes expeditionen LOMROG II (Lomonosov Ridge off Greenland) av det danska Kontinentalsokkelprojektet i samarbete med Polarforskningssekretariatet och Sjöfartsverket. Expeditionen var en uppföljning av LOMROG, som genomfördes år 2007.

Den svenska isbrytaren Oden fungerade som forskningsplattform och forskningsområdena valdes beroende på den rådande issituationen, framför allt i området kring Nordpolen. 

2009 opererade Oden utan assistans från annan isbrytare. I fokus låg områdena kring Nordpolen, men även området nordost om Grönland var aktuellt. Särskilt Lomonosovryggen, en bergsrygg på havsbottnen, tilldrog sig forskarnas intresse. De danska forskarna arbetade främst inom Kontinentalsokkelprojektet, som har koppling till FN:s havsrättskonvention om nationers anspråk på havsbotten. Med hjälp av ett avancerat flerstråligt 3D-ekolod, seismik och provtagning av sediment och vatten samlade forskarna information om havsbottnens utseende och uppbyggnad. En grupp maringeologer från Stockholms universitet deltog inom det danska projektet. En sekvens av sedimentkärnor togs från Lomonosovryggens sluttning inom projektet ”Arktiska oceanens historia rekonstruerad med hjälp av sedimentkärnor från centrala Lomonosovryggen”. Sedimentkärnorna kan bland annat ge svar på frågor om hur inlandsisarnas dynamik har påverkat det globala klimatet.

Expeditionen startade och avslutades i Longyearbyen på Svalbard.

Syfte:

Studiens syfte var att samla meteorologiska och oceanografiska data samt skeppsdata under den dansk-svenska expeditionen Lomonosov Ridge off Greenland II.

These data were collected onboard the icebreaker Oden during the Lomonosov Ridge off Greenland II (LOMROG II) expedition 2009 and are published by the Swedish Polar Research Secretariat. 
Obviously erroneous data have been omitted. No other processing of the data has been undertaken.

The dataset contains the following files: 
Lomrog2.txt - Main file containing data as described below.
Lomrog2_overview.txt - File containing an hourly data excerpt from the full data file above.
Lomrog2_depth.txt - File contains water depth. (Different time resolution compared to main file)
Lomrog2.shp - Shape file of LOMROG II route.
Lomrog2.kml - Google Earth file of LOMROG II route.","Meteorologi; Meteorology; Isbrytaren Oden; The icebreaker Oden; OCEANS; SALINITY; OCEAN TEMPERATURE; WATER TEMPERATURE; WATER DEPTH; SEAFLOOR TOPOGRAPHY; BATHYMETRY; ATMOSPHERE; ATMOSPHERIC WINDS; SURFACE WINDS; ATMOSPHERIC TEMPERATURE; ATMOSPHERIC WATER VAPOR; HUMIDITY; ATMOSPHERIC PRESSURE; SURFACE PRESSURE; CONDUCTIVITY; AIR TEMPERATURE","http://publications.europa.eu/resource/authority/data-theme/TECH; http://publications.europa.eu/resource/authority/data-theme/ENVI","https://doi.org/10.5879/ecds/2016-07-07.4/1#distribution","Tema: ENVI; Matchar miljönyckelord"
"https://doi.org/10.5879/ecds/2016-07-07.3/1","Oden Arctic Technology Research Cruise 2013 - Meteorologiska och oceanografiska data, samt skeppsdata, insamlade ombord på isbrytaren Oden från 19 augusti till 25 september 2013","I slutet av sommaren 2013 gick forskningsexpeditionen Oden Arctic Technology Research Cruise (OATRC 2013) till vattnen nordost om Grönland med den svenska isbrytaren Oden.
Expeditionen var ett samarbete mellan Norges teknisk-naturvitenskapelige universitet i Trondheim (NTNU) och Polarforskningssekretariatet. OATRC 2013 var ett projekt inom SAMCoT (Sustainable Arctic Marine and Coastal Technology), som är ett center för forskningsbaserad innovation som inrättats av Norges forskningsråd med NTNU som värd. Expeditionen var en uppföljning av en expedition i samma område 2012.

Syfte:

Syftet med expeditionen var att ombord på Oden bland annat studera havsisens och isbergens fysikaliska och mekaniska egenskaper, isbrytaren Odens prestanda och framkomlighet under skiftande isförhållanden samt egenskaper hos drivande havsis och isberg under varierande meteorologiska och oceanografiska förhållanden. Under expeditionen testades och utvärderades även ny teknologi.

This data set contains meteorological, oceanographic and ship data collected during the expedition Oden Arctic Technology Research Cruise 2013 (OATRC 2013), which was an international research cruise using the icebreaker Oden in the Arctic Ocean. The expedition embarked from Svalbard, Norway on 19 Augusti and proceeded along the coast of Greenland from where the expedition returned to Svalbard on September 23, 2013.

Data include:

Meteorological variables: Air temperature, Humidity, Wind direction/speed, Atmospheric pressure, Photosynthetic Active Radiation (PAR).

Oceanographic variables: Sea water temperature, Conductivity, Salinity and Sound velocity. 

Ship data: Position, Speed, Course, Water depth.

Quality Information:

Obviously erroneous data (e.g. negative air pressure) have been omitted. No other processing or quality check of the data has been undertaken. Users should be aware of this in further data handling and analysis.","Meteorologi; Meteorology; Isbrytaren Oden; The icebreaker Oden; OCEANS; SALINITY; OCEAN TEMPERATURE; WATER DEPTH; SEAFLOOR TOPOGRAPHY; BATHYMETRY; ATMOSPHERE; ATMOSPHERIC WINDS; SURFACE WINDS; ATMOSPHERIC TEMPERATURE; ATMOSPHERIC WATER VAPOR; HUMIDITY; ATMOSPHERIC PRESSURE; SURFACE PRESSURE; CONDUCTIVITY; AIR TEMPERATURE; PHOTOSYNTHETICALLY ACTIVE RADIATION; BIOSPHERE; VEGETATION","http://publications.europa.eu/resource/authority/data-theme/TECH; http://publications.europa.eu/resource/authority/data-theme/ENVI","https://doi.org/10.5879/ecds/2016-07-07.3/1#distribution","Tema: ENVI; Matchar miljönyckelord"
"https://doi.org/10.5879/ecds/2016-07-07.9/1","Oden Southern Ocean 2007/08 - Meteorological, Oceanographic and Ship Data Collected Onboard Icebreaker Oden during November 2007 through January 2008","Säsongen 2007/08 arbetade den svenska isbrytaren Oden för andra gången i Antarktis.

Det amerikanska forskningsrådet National Science Foundation chartrade Oden av Sjöfartsverket och Polarforskningssekretariatet för att bryta en isränna utanför den amerikanska Antarktisstationen McMurdo vid Rosshavet för att möjliggöra båttransporter till stationen.

Oden avgick från Landskrona 19 oktober 2007, korsade Atlanten och bunkrade olja i Sydamerika. Forskarna gick ombord i Punta Arenas i Chile, och fartyget gick därifrån 29 november 2007. På överfarten från Sydamerika till Antarktis avsattes 20 dagar för forskning då svenska och amerikanska forskare arbetade ombord med marina forskningsprojekt, främst provtagning. Oden anlände till McMurdo 7 januari 2008 och deltagarna flögs ut därifrån via Nya Zeeland. Isbrytaren var tillbaka i Sverige i mars.

Polarforskningssekretariatet stod för expeditionsledning, IT och läkare ombord. Odens ordinarie besättning bemannade isbrytaren.

This data set contains meteorological, oceanographic and ship data collected during the American-Swedish expedition Oden Southern Ocean 2007/08, which was an international research cruise using the icebreaker Oden. The expedition embarked from Landskrona, Sweden on October 19 2007 and arrived in McMurdo Januari 8 2008.

Data include meteorological variables: Air temperature, Humidity, Wind direction/speed, Atmospheric pressure.

Oceanographic variables: Sea water temperature, Conductivity, Salinity and Sound velocity.

Ship data: Position, Speed, Course, Water depth.

Quality Information:

Obviously erroneous data (e.g. negative air pressure) have been omitted. No other processing or quality check of the data has been undertaken. Users should be aware of this in further data handling and analysis.","Meteorologi; Meteorology; Isbrytaren Oden; The icebreaker Oden; OCEANS; SALINITY; DENSITY; OCEAN TEMPERATURE; WATER TEMPERATURE; WATER DEPTH; SEAFLOOR TOPOGRAPHY; BATHYMETRY; ATMOSPHERE; ATMOSPHERIC TEMPERATURE; ATMOSPHERIC WATER VAPOR; HUMIDITY; ATMOSPHERIC PRESSURE; CONDUCTIVITY; AIR TEMPERATURE; SEA LEVEL PRESSURE","http://publications.europa.eu/resource/authority/data-theme/TECH; http://publications.europa.eu/resource/authority/data-theme/ENVI","https://doi.org/10.5879/ecds/2016-07-07.9/1#distribution","Tema: ENVI"
"https://doi.org/10.5879/ecds/2016-07-07.5/1","Lomonosov Ridge off Greenland (LOMROG) - Meteorologiska och oceanografiska data, samt skeppsdata, insamlade ombord på isbrytaren Oden från 12 augusti till 19 september 2007","Materialet innehåller meteorologiska, oceanografiska och skeppsdata som samlats in under den danska-svenska expeditionen Lomonosov Ridge utanför Grönland (LOMROG), en internationell forskningskryssning med isbrytaren Oden norr om Grönland, augusti 2007.

This data set contains meteorological, oceanographic and ship data collected during the Danish-Swedish expedition Lomonosov Ridge off Greenland (LOMROG), which was an international research cruise using the icebreaker Oden in the waters north of Greenland.

Data includes meteorological variables: Air temperature, Humidity, Wind direction/speed, Atmospheric pressure.

Oceanographic variables: Sea water temperature, Conductivity, Salinity and Sound velocity.

Ship data: Position, Speed, Course, Water depth.

Further metadata on instrumentation and the individual variables can be found in the info file. Graphics and files describing the route are included in the package.

Quality Information:

Obviously erroneous data (e.g. negative air pressure) have been omitted. No other processing or quality check of the data has been undertaken. Users should be aware of this in further data handling and analysis.","Meteorologi; Meteorology; Isbrytaren Oden; The icebreaker Oden; OCEANS; SALINITY; DENSITY; OCEAN TEMPERATURE; WATER TEMPERATURE; WATER DEPTH; SEAFLOOR TOPOGRAPHY; BATHYMETRY; ATMOSPHERE; ATMOSPHERIC WINDS; SURFACE WINDS; ATMOSPHERIC TEMPERATURE; ATMOSPHERIC WATER VAPOR; HUMIDITY; ATMOSPHERIC PRESSURE; SURFACE PRESSURE; CONDUCTIVITY; AIR TEMPERATURE","http://publications.europa.eu/resource/authority/data-theme/TECH; http://publications.europa.eu/resource/authority/data-theme/ENVI","https://doi.org/10.5879/ecds/2016-07-07.5/1#distribution","Tema: ENVI"
